# s_m,x_m,y_m,trac_dir,kappa_radpm,vx_mps,dist_left_m,dist_right_m
68.099594,9.613392,3.322430,-0.129083,0.114524,5.889569,1.326735,0.436990
68.199593,9.712630,3.310119,-0.117829,0.110547,5.931779,1.314877,0.423194
68.299593,9.811998,3.298906,-0.106974,0.106574,5.973685,1.301959,0.410613
68.399592,9.911480,3.288753,-0.096515,0.102609,6.015292,1.287997,0.399193
68.499591,10.011062,3.279621,-0.086452,0.098656,6.056604,1.276749,0.392221
68.599591,10.110728,3.271471,-0.076783,0.094718,6.097623,1.278983,0.388440
68.699590,10.210467,3.264266,-0.067508,0.090794,6.138348,1.280394,0.385648
68.799590,10.310268,3.257967,-0.058624,0.086871,6.178777,1.281008,0.383799
68.899589,10.410119,3.252535,-0.050133,0.082953,6.218911,1.280851,0.382851
68.999588,10.510012,3.247932,-0.042034,0.079043,6.258747,1.279950,0.381368
69.099588,10.609939,3.244118,-0.034324,0.075142,6.298282,1.278893,0.378856
69.199587,10.709891,3.241055,-0.027017,0.071007,6.337511,1.277182,0.377121
69.299587,10.809862,3.238702,-0.020123,0.066872,6.376456,1.274813,0.376117
69.399586,10.909847,3.237017,-0.013643,0.062739,6.415109,1.271816,0.375799
69.499585,11.009841,3.235960,-0.007575,0.058608,6.453460,1.268221,0.377462
69.599585,11.109839,3.235488,-0.001921,0.054484,6.491500,1.262384,0.384999
69.699584,11.209839,3.235563,0.003368,0.051293,6.529219,1.255737,0.393089
69.799584,11.309836,3.236151,0.008338,0.048103,6.566531,1.248575,0.401699
69.899583,11.409830,3.237220,0.012988,0.044913,6.603439,1.240924,0.410796
69.999582,11.509818,3.238738,0.017320,0.041724,6.639942,1.232810,0.420346
70.099582,11.609798,3.240673,0.021333,0.038534,6.676039,1.229198,0.409460
70.199581,11.709771,3.242991,0.024932,0.033434,6.711731,1.225922,0.398672
70.299581,11.809735,3.245642,0.028020,0.028334,6.747117,1.222301,0.388252
70.399580,11.909691,3.248577,0.030598,0.023233,6.782169,1.218383,0.378144
70.499579,12.009640,3.251744,0.032667,0.018133,6.816860,1.214212,0.368294
70.599579,12.109584,3.255092,0.034225,0.013037,6.851160,1.212254,0.362813
70.699578,12.209522,3.258575,0.035397,0.010395,6.885043,1.210725,0.357911
70.799578,12.309458,3.262161,0.036304,0.007754,6.918445,1.209088,0.353118
70.899577,12.409390,3.265825,0.036947,0.005112,6.951368,1.207369,0.348408
70.999576,12.509320,3.269540,0.037326,0.002470,6.983813,1.205594,0.343950
71.099576,12.609250,3.273280,0.037441,-0.000170,7.015783,1.200672,0.343351
71.199575,12.709179,3.277020,0.037353,-0.001591,7.047276,1.193731,0.342753
71.299575,12.809109,3.280744,0.037123,-0.003012,7.078294,1.186795,0.342140
71.399574,12.909040,3.284438,0.036751,-0.004433,7.108846,1.179878,0.341497
71.499573,13.008973,3.288087,0.036236,-0.005854,7.138940,1.172994,0.344928
71.599573,13.108908,3.291679,0.035580,-0.007273,7.168582,1.162546,0.357805
71.699572,13.208845,3.295200,0.034857,-0.007186,7.197797,1.145487,0.370607
71.799572,13.308785,3.298649,0.034143,-0.007099,7.226596,1.128505,0.383336
71.899571,13.408728,3.302027,0.033437,-0.007012,7.254988,1.111601,0.395991
71.999570,13.508672,3.305335,0.032740,-0.006925,7.282982,1.094773,0.403171
72.099570,13.608619,3.308574,0.032052,-0.006839,7.310587,1.075589,0.404673
72.199569,13.708568,3.311743,0.031329,-0.007614,7.337801,1.049459,0.406105
72.299569,13.808520,3.314836,0.030529,-0.008388,7.364631,1.023395,0.407461
72.399568,13.908474,3.317846,0.029652,-0.009163,7.391084,0.997406,0.408732
72.499567,14.008431,3.320763,0.028697,-0.009937,7.417167,0.971502,0.409336
72.599567,14.108390,3.323582,0.027664,-0.010710,7.442886,0.954470,0.409098
72.699566,14.208353,3.326296,0.026647,-0.009643,7.468261,0.950914,0.408756
72.799566,14.308318,3.328914,0.025736,-0.008576,7.493317,0.947459,0.408318
72.899565,14.408285,3.331446,0.024931,-0.007509,7.518058,0.944094,0.407794
72.999564,14.508255,3.333903,0.024234,-0.006442,7.542488,0.940808,0.407323
73.099564,14.608225,3.336296,0.023643,-0.005378,7.566613,0.940731,0.407134
73.199563,14.708198,3.338632,0.023079,-0.005908,7.590430,0.943322,0.406889
73.299563,14.808171,3.340909,0.022461,-0.006438,7.613937,0.945975,0.406585
73.399562,14.908146,3.343122,0.021791,-0.006969,7.637137,0.948693,0.406217
73.499562,15.008122,3.345265,0.021068,-0.007499,7.660037,0.951484,0.404749
73.599561,15.108100,3.347334,0.020291,-0.008029,7.682640,0.953539,0.396084
73.699560,15.208080,3.349322,0.019477,-0.008262,7.704958,0.955289,0.387339
73.799560,15.308061,3.351228,0.018639,-0.008494,7.726993,0.957122,0.378512
73.899559,15.408044,3.353049,0.017778,-0.008727,7.748752,0.959042,0.369600
73.999559,15.508028,3.354782,0.016893,-0.008960,7.770240,0.961050,0.360694
74.099558,15.608014,3.356426,0.015986,-0.009192,7.791460,0.942355,0.358574
74.199557,15.708002,3.357979,0.015075,-0.009030,7.812422,0.918263,0.356364
74.299557,15.807990,3.359442,0.014180,-0.008868,7.833131,0.894275,0.354063
74.399556,15.907980,3.360816,0.013301,-0.008706,7.853592,0.870390,0.351674
74.499556,16.007971,3.362102,0.012439,-0.008544,7.873811,0.846606,0.349197
74.599555,16.107964,3.363304,0.011592,-0.008383,7.893789,0.842625,0.347779
74.699554,16.207957,3.364421,0.010752,-0.008421,7.913532,0.841437,0.346337
74.799554,16.307951,3.365454,0.009908,-0.008460,7.933040,0.840334,0.344811
74.899553,16.407946,3.366402,0.009060,-0.008498,7.952319,0.839316,0.343201
74.999553,16.507941,3.367266,0.008208,-0.008537,7.971371,0.838384,0.341506
75.099552,16.607938,3.368044,0.007353,-0.008575,7.990200,0.840747,0.352268
75.199551,16.707935,3.368737,0.006514,-0.008192,8.008838,0.843498,0.364013
75.299551,16.807932,3.369348,0.005714,-0.007809,8.027323,0.846331,0.375676
75.399550,16.907930,3.369881,0.004953,-0.007426,8.045655,0.849242,0.387261
75.499550,17.007929,3.370340,0.004229,-0.007043,8.063838,0.852226,0.398771
75.599549,17.107927,3.370728,0.003544,-0.006661,8.081873,0.852906,0.399624
75.699548,17.207926,3.371050,0.002884,-0.006534,8.099761,0.853443,0.399508
75.799548,17.307925,3.371306,0.002237,-0.006408,8.117501,0.854046,0.399327
75.899547,17.407925,3.371497,0.001603,-0.006282,8.135096,0.854712,0.399082
75.999547,17.507924,3.371626,0.000981,-0.006156,8.152547,0.855442,0.398775
76.099546,17.607923,3.371694,0.000371,-0.006029,8.169856,0.852263,0.395655
76.199545,17.707923,3.371702,-0.000194,-0.005290,8.187025,0.848744,0.392280
76.299545,17.807922,3.371658,-0.000687,-0.004552,8.204060,0.845280,0.388852
76.399544,17.907921,3.371567,-0.001105,-0.003813,8.220963,0.841864,0.385376
76.499544,18.007921,3.371439,-0.001449,-0.003075,8.237735,0.838489,0.381862
76.599543,18.107920,3.371280,-0.001720,-0.002336,8.235427,0.831691,0.374462
76.699542,18.207919,3.371097,-0.001942,-0.002117,8.150008,0.824525,0.366799
76.799542,18.307918,3.370892,-0.002143,-0.001898,8.063679,0.817381,0.359115
76.899541,18.407918,3.370669,-0.002322,-0.001679,7.976412,0.810258,0.351411
76.999541,18.507917,3.370429,-0.002479,-0.001460,7.888176,0.803153,0.343690
77.099540,18.607916,3.370174,-0.002614,-0.001241,7.798939,0.802955,0.343439
77.199539,18.707915,3.369907,-0.002724,-0.000955,7.708666,0.803676,0.343600
77.299539,18.807914,3.369630,-0.002805,-0.000670,7.617322,0.804406,0.343751
77.399538,18.907913,3.369347,-0.002858,-0.000384,7.524867,0.805143,0.343896
77.499538,19.007912,3.369059,-0.002882,-0.000099,7.431261,0.805883,0.344037
77.599537,19.107911,3.368771,-0.002878,0.000187,7.336460,0.806230,0.343772
77.699536,19.207910,3.368485,-0.002836,0.000641,7.240419,0.806517,0.343486
77.799536,19.307909,3.368205,-0.002749,0.001095,7.143089,0.806797,0.343206
77.899535,19.407908,3.367937,-0.002617,0.001549,7.044418,0.807065,0.342938
77.999535,19.507907,3.367684,-0.002440,0.002003,6.944348,0.807319,0.342685
78.099534,19.607906,3.367450,-0.002216,0.002458,6.842820,0.807552,0.342451
78.199533,19.707905,3.367242,-0.001929,0.003297,6.739772,0.807759,0.342243
78.299533,19.807905,3.367067,-0.001557,0.004137,6.635137,0.807934,0.342068
78.399532,19.907904,3.366934,-0.001101,0.004977,6.528839,0.808067,0.341934
78.499532,20.007903,3.366850,-0.000562,0.005816,6.420796,0.808150,0.341850
78.599531,20.107903,3.366824,0.000062,0.006661,6.310920,0.808094,0.341650
78.699530,20.207902,3.366873,0.001017,0.012447,6.199293,0.807948,0.341512
78.799530,20.307901,3.367047,0.002551,0.018234,6.085908,0.807681,0.341499
78.899529,20.407900,3.367403,0.004664,0.024020,5.970732,0.807235,0.341670
78.999529,20.507898,3.367999,0.007355,0.029805,5.853705,0.806556,0.342083
79.099528,20.607893,3.368893,0.010625,0.035600,5.734745,0.805664,0.350717
79.199528,20.707884,3.370162,0.015047,0.052840,5.615259,0.804439,0.360265
79.299527,20.807867,3.371960,0.021193,0.070087,5.495702,0.802729,0.370422
79.399526,20.907835,3.374458,0.029064,0.087335,5.376425,0.800387,0.381379
79.499526,21.007777,3.377829,0.038660,0.104571,5.257681,0.797273,0.393230
79.599525,21.107679,3.382245,0.049977,0.121769,5.139621,0.797021,0.403642
79.699525,21.207518,3.387883,0.063195,0.142614,5.023519,0.799304,0.415448
79.799524,21.307267,3.394945,0.078503,0.163560,4.909686,0.800292,0.428913
79.899523,21.406887,3.403637,0.095909,0.184581,4.798352,0.799853,0.444314
79.999523,21.506329,3.414166,0.115419,0.205617,4.689656,0.797864,0.457486
80.099522,21.605533,3.426737,0.137030,0.226566,4.583611,0.794210,0.464097
80.199522,21.704427,3.441548,0.160603,0.244950,4.478877,0.778739,0.473297
80.299521,21.802929,3.458778,0.186030,0.263639,4.375268,0.757537,0.485365
80.399520,21.900941,3.478597,0.213338,0.282543,4.272465,0.734294,0.500607
80.499520,21.998354,3.501178,0.242541,0.301526,4.169960,0.708814,0.535474
80.599519,22.095042,3.526685,0.273639,0.320407,4.066999,0.680871,0.578392
80.699519,22.190860,3.555285,0.306894,0.344869,3.965890,0.650261,0.626735
80.799518,22.285634,3.587172,0.342643,0.370250,3.866564,0.626990,0.681446
80.899517,22.379161,3.622546,0.380967,0.396324,3.768729,0.604609,0.730802
80.999517,22.471213,3.661597,0.421919,0.422738,3.671717,0.579113,0.782600
