s,x,y,yaw,curvature,v_ref,width_left,width_right
29.300385,3.131579,3.788703,2.248201,-0.826489,2.592899,0.891486,0.751448
29.400367,3.072123,3.869085,2.167838,-0.781245,2.672086,0.812222,0.776285
29.500352,3.019119,3.953864,2.092015,-0.735332,2.759635,0.751966,0.797966
29.600339,2.972488,4.042312,2.020666,-0.692171,2.849586,0.699977,0.816885
29.700329,2.932088,4.133777,1.953487,-0.646919,2.940240,0.645297,0.834798
29.800322,2.897664,4.227657,1.892139,-0.579923,3.029129,0.603163,0.852472
29.900318,2.868739,4.323379,1.837451,-0.514131,3.123786,0.560114,0.868453
30.000316,2.844775,4.420463,1.789131,-0.458036,3.223411,0.520471,0.882680
30.100316,2.825305,4.518550,1.744880,-0.426912,3.325426,0.489199,0.894718
30.200318,2.810040,4.617379,1.703731,-0.396111,3.424601,0.470692,0.904440
30.300320,2.798700,4.716736,1.665660,-0.362882,3.521821,0.457256,0.911900
30.400323,2.790962,4.816440,1.631581,-0.318645,3.618337,0.448290,0.917232
30.500328,2.786405,4.916341,1.601919,-0.274595,3.716755,0.443120,0.920541
30.600334,2.784593,5.016330,1.576577,-0.236706,3.816797,0.441421,0.921922
30.700340,2.785169,5.116335,1.553798,-0.218827,3.917199,0.452868,0.917106
30.800346,2.787933,5.216303,1.532807,-0.200970,4.014966,0.466693,0.910019
30.900353,2.792706,5.316196,1.513629,-0.180398,4.110068,0.481599,0.901097
31.000360,2.799270,5.415987,1.497112,-0.149905,4.203201,0.496622,0.889699
31.100368,2.807329,5.515669,1.483645,-0.119424,4.295692,0.513104,0.873349
31.200376,2.816578,5.615248,1.473139,-0.096733,4.387284,0.525353,0.855357
31.300383,2.826819,5.714731,1.463218,-0.101669,4.476712,0.536301,0.836279
31.400391,2.838070,5.814103,1.452803,-0.106614,4.562302,0.548375,0.824160
31.500399,2.850380,5.913351,1.441976,-0.103938,4.644713,0.561533,0.812855
31.600407,2.863693,6.012469,1.433093,-0.073702,4.724409,0.575642,0.800384
31.700415,2.877736,6.111486,1.427234,-0.043476,4.803767,0.590309,0.786859
31.800423,2.892210,6.210441,1.424357,-0.016976,4.882158,0.605187,0.772559
31.900431,2.906865,6.309370,1.423303,-0.004099,4.958866,0.620098,0.757863
32.000440,2.921561,6.408292,1.423537,0.008780,5.033392,0.634933,0.742980
32.100448,2.936171,6.507228,1.425069,0.022616,5.105551,0.649556,0.728046
32.200456,2.950552,6.606196,1.428201,0.040016,5.175125,0.663789,0.713186
32.300464,2.964538,6.705222,1.433073,0.057417,5.241882,0.677453,0.698577
32.400472,2.977955,6.804326,1.439683,0.074535,5.305579,0.690380,0.684420
32.500480,2.990633,6.903527,1.447940,0.090605,5.366027,0.702428,0.670924
32.600488,3.002413,7.002839,1.457805,0.106685,5.422918,0.713462,0.658285
32.700496,3.013132,7.102270,1.469279,0.122815,5.349664,0.723356,0.646698
32.800503,3.022628,7.201826,1.482380,0.139184,5.240952,0.731988,0.636357
32.900511,3.030738,7.301504,1.497120,0.155589,5.134071,0.739244,0.627464
33.000518,3.037296,7.401296,1.513500,0.171969,5.029090,0.745019,0.620221
33.100525,3.042137,7.501185,1.531515,0.188314,4.926018,0.749215,0.614837
33.200531,3.045096,7.601148,1.551169,0.204742,4.824860,0.751741,0.611521
33.300538,3.046008,7.701150,1.572467,0.221195,4.725542,0.752509,0.610465
33.400544,3.044707,7.801148,1.595416,0.237777,4.627985,0.751382,0.611880
33.500550,3.041029,7.901086,1.620032,0.254519,4.532077,0.747844,0.616049
33.600555,3.034808,8.000898,1.646327,0.271355,4.437608,0.742302,0.644724
