s,x,y,yaw,curvature,v_ref,width_left,width_right
8.099411000,2.965256000,-0.007035000,0.037267000,0.069758650,6.279582000,0.896612000,0.360749000
8.199404000,3.065165000,-0.002943000,0.044788000,0.080697116,6.179462000,0.892397000,0.366472000
8.299396000,3.165037000,0.001955000,0.053380000,0.091140277,6.080445000,0.889650000,0.373054000
8.399389000,3.264861000,0.007763000,0.063045000,0.102122255,5.982685000,0.886094000,0.384514000
8.499382000,3.364620000,0.014590000,0.073776000,0.112523694,5.886254000,0.885325000,0.404404000
8.599374000,3.464296000,0.022539000,0.085567000,0.123275781,5.791255000,0.888771000,0.425646000
8.699367000,3.563866000,0.031716000,0.098420000,0.133774771,5.697761000,0.891088000,0.443144000
8.799360000,3.663304000,0.042224000,0.112323000,0.144236985,5.605705000,0.891960000,0.456779000
8.899353000,3.762580000,0.054165000,0.127268000,0.154771329,5.515119000,0.883477000,0.472074000
8.999345000,3.861660000,0.067641000,0.143258000,0.164939551,5.425998000,0.873726000,0.488209000
9.099338000,3.960503000,0.082749000,0.160277000,0.175479907,5.338127000,0.862630000,0.505711000
9.199331000,4.059066000,0.099589000,0.178315000,0.185375693,5.251464000,0.848855000,0.525321000
9.299324000,4.157300000,0.118253000,0.197378000,0.195738096,5.165922000,0.832877000,0.541796000
9.399316000,4.255150000,0.138836000,0.217458000,0.205903506,5.081252000,0.815299000,0.559019000
9.499309000,4.352555000,0.161429000,0.238553000,0.216167006,4.997341000,0.795185000,0.578758000
9.599302000,4.449449000,0.186122000,0.260672000,0.226020391,4.913991000,0.771197000,0.591467000
9.699294000,4.545759000,0.212998000,0.283757000,0.235524669,4.830153000,0.745225000,0.606080000
9.799287000,4.641411000,0.242135000,0.307762000,0.244701222,4.745548000,0.717284000,0.623517000
9.899280000,4.736320000,0.273603000,0.332703000,0.254093181,4.659810000,0.691397000,0.643390000
9.999273000,4.830399000,0.307472000,0.358589000,0.263840479,4.572535000,0.663178000,0.666536000
10.099265000,4.923552000,0.343811000,0.385441000,0.273327916,4.483288000,0.632456000,0.695006000
10.199258000,5.015677000,0.382682000,0.413276000,0.283678686,4.391545000,0.612343000,0.731717000
10.299251000,5.106662000,0.424150000,0.442201000,0.295247097,4.297774000,0.591664000,0.772823000
10.399244000,5.196382000,0.468285000,0.472330000,0.307495793,4.201404000,0.568390000,0.815891000
10.499236000,5.284704000,0.515158000,0.503693000,0.319285798,4.101639000,0.548565000,0.862586000
10.599229000,5.371484000,0.564826000,0.536135000,0.329203221,3.995811000,0.528605000,0.914793000
10.699222000,5.456582000,0.617323000,0.569527000,0.338782661,3.882970000,0.505689000,0.970980000
10.799214000,5.539853000,0.672672000,0.603894000,0.354757444,3.762414000,0.485997000,1.033905000
10.899207000,5.621108000,0.730939000,0.641048000,0.393749540,3.647994000,0.467931000,1.108715000
10.999200000,5.700005000,0.792358000,0.682666000,0.438904068,3.540338000,0.446779000,1.200554000
11.099193000,5.776131000,0.857179000,0.728806000,0.480953923,3.439460000,0.429366000,1.308366000
11.199185000,5.849051000,0.925583000,0.778585000,0.512635738,3.336668000,0.414032000,1.371990000
11.299178000,5.918370000,0.997633000,0.831368000,0.543645678,3.235994000,0.394535000,1.403576000
11.399171000,5.983671000,1.073342000,0.887316000,0.571536213,3.142012000,0.378344000,1.446552000
11.499164000,6.044540000,1.152656000,0.945313000,0.585810457,3.112218000,0.357408000,1.485739000
11.599156000,6.100661000,1.235397000,1.004498000,0.598768230,3.076205000,0.360695000,1.444727000
11.699149000,6.151730000,1.321347000,1.065107000,0.608308708,3.038209000,0.437814000,1.415309000
11.799142000,6.197480000,1.410243000,1.125640000,0.598237537,3.077672000,0.471130000,1.397557000
11.899134000,6.237834000,1.501716000,1.184793000,0.585662970,3.112485000,0.483894000,1.312574000
11.999127000,6.272765000,1.595394000,1.242802000,0.573257406,3.142126000,0.492355000,1.231398000
12.099120000,6.302272000,1.690920000,1.299278000,0.555031234,3.201256000,0.497630000,1.173682000
12.199113000,6.326435000,1.787937000,1.353802000,0.536020443,3.259582000,0.509456000,1.142525000
12.299105000,6.345366000,1.886110000,1.406529000,0.520812256,3.314077000,0.517361000,1.125115000
12.399098000,6.359161000,1.985135000,1.458117000,0.512855432,3.335825000,0.521460000,1.125481000
12.499091000,6.367862000,2.084738000,1.509116000,0.507646599,3.353824000,0.521800000,1.135875000
12.599083000,6.371498000,2.184654000,1.559653000,0.502409462,3.368193000,0.525253000,1.156920000
12.699076000,6.370112000,2.284627000,1.609521000,0.494334412,3.400423000,0.525435000,1.193514000
12.799069000,6.363788000,2.384410000,1.658530000,0.486435523,3.429434000,0.521940000,1.251627000
12.899062000,6.352620000,2.483767000,1.706803000,0.480479905,3.453652000,0.514793000,1.319609000
12.999054000,6.336693000,2.582474000,1.754744000,0.479449681,3.454922000,0.504033000,1.343795000
13.099047000,6.316054000,2.680304000,1.802699000,0.480036623,3.452597000,0.489432000,1.367537000
13.199040000,6.290745000,2.777030000,1.850764000,0.482393397,3.446271000,0.440348000,1.399718000
13.299033000,6.260801000,2.872425000,1.899240000,0.488243098,3.422374000,0.417749000,1.379899000
13.399025000,6.226238000,2.966243000,1.948438000,0.496223777,3.393777000,0.420291000,1.345562000
13.499018000,6.187064000,3.058232000,1.998493000,0.501331300,3.364049000,0.418676000,1.319837000
13.599011000,6.143330000,3.148142000,2.048372000,0.493406202,3.404026000,0.414937000,1.256812000
13.699003000,6.095215000,3.235786000,2.097160000,0.482792493,3.442189000,0.412598000,1.167773000
13.798996000,6.042926000,3.321007000,2.144958000,0.481020432,3.453380000,0.406347000,1.091137000
13.898989000,5.986601000,3.403614000,2.194042000,0.507342118,3.349231000,0.402527000,1.028828000
13.998982000,5.926160000,3.483258000,2.246453000,0.541382448,3.242808000,0.402894000,0.975953000
14.098974000,5.861499000,3.559514000,2.302325000,0.570478419,3.141517000,0.399050000,0.925739000
14.198967000,5.792596000,3.631959000,2.360031000,0.579653310,3.129374000,0.392931000,0.877747000
14.298960000,5.719613000,3.700290000,2.418273000,0.586015733,3.111275000,0.388804000,0.842395000
14.398953000,5.642753000,3.764230000,2.477260000,0.595862681,3.087340000,0.380109000,0.828666000
14.498945000,5.562223000,3.823479000,2.537636000,0.613904019,3.036624000,0.367078000,0.823858000
14.598938000,5.478210000,3.877676000,2.600065000,0.635668060,2.981082000,0.363528000,0.830549000
14.698931000,5.390926000,3.926426000,2.664794000,0.653443270,2.925739000,0.355089000,0.847680000
14.798923000,5.300645000,3.969373000,2.730212000,0.650695667,2.944790000,0.341440000,0.868912000
14.898916000,5.207763000,4.006359000,2.794969000,0.645528190,2.957137000,0.345653000,0.893830000
14.998909000,5.112688000,4.037277000,2.859364000,0.641705204,2.962728000,0.346437000,0.928198000
15.098902000,5.015826000,4.062035000,2.923196000,0.634488406,2.984305000,0.342638000,0.959812000
15.198894000,4.917589000,4.080602000,2.986285000,0.628365849,2.999348000,0.347495000,1.002575000
15.298887000,4.818380000,4.092964000,3.048918000,0.617573263,3.009514000,0.347429000,1.024487000
15.398880000,4.718595000,4.099180000,3.109099000,0.579766401,3.094341000,0.348360000,1.036333000
15.498873000,4.618616000,4.099604000,-3.118305307,0.536536314,3.180091000,0.353369000,1.057198000
15.598865000,4.518756000,4.094666000,-3.066737307,0.500154660,3.267085000,0.353795000,1.038594000
15.698858000,4.419267000,4.084742000,-3.017844307,0.482025880,3.355010000,0.348492000,1.025261000
15.798851000,4.320371000,4.070036000,-2.970328307,0.468681375,3.437007000,0.341507000,1.018500000
15.898843000,4.222272000,4.050713000,-2.924100307,0.453157408,3.513901000,0.343803000,0.985361000
15.998836000,4.125148000,4.026966000,-2.879980307,0.426681416,3.586398000,0.343242000,0.959733000
16.098829000,4.029125000,3.999098000,-2.838752307,0.398225168,3.660783000,0.354408000,0.939536000
